"pot_key","string","year","date_retrieved","pot_number","opcode","set_local","ret_local","longitude","latitude","depth_m"
"2026_2026-04-24_31","3",2026,"2026-04-24","31","23042631","","2026-04-24 07:12:26",113.457531666711,-28.1190433332089,32
"2026_2026-04-24_32","3",2026,"2026-04-24","32","23042632","","2026-04-24 07:14:29",113.456053333503,-28.1165800002847,32.9
"2026_2026-04-24_44","3",2026,"2026-04-24","44","23042644","","2026-04-24 07:17:43",113.459401666282,-28.1214300002533,30.2
"2026_2026-04-24_17","3",2026,"2026-04-24","17","23042617","","2026-04-24 07:20:38",113.460174999859,-28.1224116662888,30.9
"2026_2026-04-24_24","3",2026,"2026-04-24","24","23042624","","2026-04-24 07:23:53",113.461821666572,-28.1245599999542,32.8
"2026_2026-04-24_26","4",2026,"2026-04-24","26","23042626","","2026-04-24 07:33:45",113.467873333672,-28.1041549998213,37.9
"2026_2026-04-24_47","4",2026,"2026-04-24","47","23042647","","2026-04-24 07:35:52",113.469120000352,-28.1060950000219,37
"2026_2026-04-24_41","4",2026,"2026-04-24","41","23042641","","2026-04-24 07:38:19",113.470129999582,-28.1077749997475,32.8
"2026_2026-04-24_37","4",2026,"2026-04-24","37","23042637","","2026-04-24 07:40:38",113.471314999612,-28.1097200000175,33.1
"2026_2026-04-24_36","4",2026,"2026-04-24","36","23042636","","2026-04-24 07:43:48",113.472471666779,-28.1114883336433,25.4
"2026_2026-04-24_11","4",2026,"2026-04-24","11","23042611","","2026-04-24 07:45:32",113.473611666604,-28.1133366665967,26.5
"2026_2026-04-24_20","4",2026,"2026-04-24","20","23042620","","2026-04-24 07:48:02",113.47473333361,-28.1151433330723,28.1
"2026_2026-04-24_15","4",2026,"2026-04-24","15","23042615","","2026-04-24 07:50:15",113.475538333699,-28.1163666670431,29.7
"2026_2026-04-24_6","4",2026,"2026-04-24","6","23042606","","2026-04-24 07:53:39",113.476918333724,-28.1186133334292,29.3
